context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-IN,ip_78a4854205,,8e41a077-b051-4816-a8a1-4b4e88872802,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,dd209050-b357-4a89-af73-ca11c3fda192,Asia/Kolkata,Chrome,Javascript,411,1700614,4g,Android,Karnataka,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778094167544.0,,10098,809,412,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-A556E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-07T00:41:10.371+05:30,2026-05-07T00:41:10.373+05:30,Portrait,Bengaluru,2026-05-07T00:41:11.581+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_78a4854205,India,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,$direct,2026-05-07T00:41:11.583+05:30,,ip_78a4854205,,$direct,2,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,Grow your wealth,892,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,Corporate Bonds,,True,True,13.5,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,eligible,False,1.0,9.7,IPv4,IN,,True,GRIP,,/discover,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260402/2606,,,,,asset_detail_page,85.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_fe808ac2c6,,7ef719ed-2ea6-4dfd-92ec-703ee6adf67a,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,d6fb6362-1ae8-4354-ab3d-03bcf2a47c39,Asia/Kolkata,Chrome,Javascript,392,771586,4g,Android,Karnataka,Gatik Business Solutions,Invest Now Button Clicked,1778094284432.0,,10098,816,393,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; I2207 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-07T00:42:41.981+05:30,2026-05-07T00:42:41.985+05:30,Portrait,Bengaluru,2026-05-07T00:42:42.908+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_fe808ac2c6,India,/assets/bonds,$direct,2026-05-07T00:42:42.912+05:30,,ip_fe808ac2c6,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=all,,873,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,13.5,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,64.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_fe808ac2c6,,c9622575-1e62-4d4e-8de7-de30ae024e10,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,d6fb6362-1ae8-4354-ab3d-03bcf2a47c39,Asia/Kolkata,Chrome,Javascript,392,771586,4g,Android,Karnataka,Gatik Business Solutions,Invest Now Button Clicked,1778094284432.0,,30295,816,393,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 15; I2207 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-07T00:44:11.054+05:30,2026-05-07T00:44:11.056+05:30,Portrait,Bengaluru,2026-05-07T00:44:11.965+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_fe808ac2c6,India,/assets/bonds,$direct,2026-05-07T00:44:11.967+05:30,,ip_fe808ac2c6,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=all,,873,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,13.5,True,False,3.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assetagreement/unifinz-capital-india-limited/ncd/rcbuf260402/2606,/assets/bonds,,,,,quick_checkout,64.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_efd3e0d1db,,74784f90-3487-498e-8d36-40db6d014804,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,2e87d5ce-f214-4830-88fd-d4cc014e92cb,Asia/Kolkata,Chrome,Javascript,406,1451210,4g,Android,Gujarat,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778094913367.0,,1047,758,407,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; motorola edge 70 Build/W1WRS36.39-73-3-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-07T00:45:24.193+05:30,2026-05-07T00:45:24.194+05:30,Portrait,Ahmedabad,2026-05-07T00:45:24.811+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assetdetails/GOI%20Loan/bonds/RGSEC251206/2325?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_efd3e0d1db,India,/assetdetails/GOI%20Loan/bonds/RGSEC251206/2325,$direct,2026-05-07T00:45:24.812+05:30,,ip_efd3e0d1db,,$direct,3,web,https://www.gripinvest.in/assetdetails/GOI%20Loan/bonds/RGSEC251206/2325?units=10,Grow your wealth,904,Not received,Not received,,Not received,Tata Digital Private Ltd,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=TAT00021GC&utm_source=Tata+Digital+Private+Ltd&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Tata Digital Private Ltd,be07e3a6-1cd2-48d3-9c94-0adcc75d1953,21.0,,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/GOI%20Loan/bonds/RGSEC251206/2325?units=10,Corporate Bonds,,True,True,5.5,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2325,not eligible,False,1.0,,IPv4,IN,,True,Tata Digital Private Ltd,,direct,/assetdetails/GOI%20Loan/bonds/RGSEC251206/2325,,,,,asset_detail_page,,,,,,gc_excluded,,,True,21.0,True,True,be07e3a6-1cd2-48d3-9c94-0adcc75d1953,Tata Digital Private Ltd
en-US,ip_e4fbb51d02,www.gripinvest.in,b1a41612-e531-4793-91dc-5dce2c651f52,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,d2ac7b81-407a-4285-beb2-bca835d8dbb5,Asia/Kolkata,Chrome,Javascript,384,1341053,4g,Android,Punjab,Netplus Broadband Services Private Limited,Invest Now Button Clicked,1778095001963.0,,29591,693,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,bond-directory.gripinvest.in,,2026-05-07T00:50:12.716+05:30,2026-05-07T00:50:12.718+05:30,Portrait,Ludhiana,2026-05-07T00:50:12.875+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,21,Phone,ip_e4fbb51d02,India,/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,https://bond-directory.gripinvest.in/,2026-05-07T00:50:12.877+05:30,,ip_e4fbb51d02,,https://www.gripinvest.in/signup,2,web,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,Grow your wealth,832,,,,,,,,,,,,,,,,,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,Corporate Bonds,,True,True,10.75,True,False,3.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2327/website/logo/muthoot_mcred.png,Muthoottu Mini,,,2327,eligible,False,1.0,23.28,IPv4,IN,,False,GRIP,,/assets/bonds,/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,,,,,asset_detail_page,45.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
en-IN,ip_60ee817ecd,,841e7ce9-2ae8-4449-b111-dcfe0ea447bb,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,6a75d96b-a872-4163-afeb-dd6330074ec2,Asia/Kolkata,Chrome,Javascript,360,1075743,4g,Android,Odisha,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778093117382.0,,59104,705,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-A156E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.112 Mobile Safari/537.36",,,,2026-05-07T00:50:19.528+05:30,2026-05-07T00:50:19.531+05:30,Portrait,Sambalpur,2026-05-07T00:50:19.76+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_60ee817ecd,India,/assetdetails/indel/ncd/rcbim260301/2500,$direct,2026-05-07T00:50:19.763+05:30,,ip_60ee817ecd,,$direct,3,web,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500?from=qc,Grow your wealth,780,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/indel/ncd/rcbim260301/2500?from=qc,Corporate Bonds,,True,True,11.25,True,False,6.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2500/website/logo/indel2.png,Indel,,,2500,eligible,False,1.0,8.08,IPv4,IN,,True,GRIP,,/assets,/assetdetails/indel/ncd/rcbim260301/2500,,,,,asset_detail_page,19.0,quick_checkout,,asset_list,bond,not_eligible,treatment,invested,True,,True,True,,
en-IN,ip_206894bffc,,71f0be50-fa01-4735-9ce2-500c50801660,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,74129228-7092-4530-b9a7-65dd518110ff,Asia/Kolkata,Unknown,Javascript,390,1235979,Unknown,iOS,Haryana,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778092975055.0,,10098,785,390,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-07T00:53:42.511+05:30,2026-05-07T00:53:42.512+05:30,Portrait,Ambāla,2026-05-07T00:53:42.668+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assets/bonds?filter=all,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,23,Phone,ip_206894bffc,India,/assets/bonds,$direct,2026-05-07T00:53:42.669+05:30,,ip_206894bffc,,$direct,3,web,https://www.gripinvest.in/assets/bonds?filter=all,,844,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?filter=0.25%25extra&sort=ytm_desc&utm_source=whatsapp&utm_medium=marketing&utm_campaign=PWA_06052026_M_Snapshot_ExtraYTM_Bond_Bundle_IU_GCUsers_WithGripApp_Utility_Karix,Not received,Not received,Not received,?filter=all,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=all,Corporate Bonds,,True,True,13.5,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2606,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,92.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_7a77c97693,,ce7e1c6f-484b-4f24-98ee-ba552b4e3f5b,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,775e52db-f4c5-4546-94c3-2eff5c995464,Asia/Kolkata,Unknown,Javascript,428,1392062,Unknown,iOS,Uttar Pradesh,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778095491784.0,,19932,867,428,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,www.gripinvest.in,,2026-05-07T00:55:19.136+05:30,2026-05-07T00:55:19.137+05:30,Portrait,Prayagraj,2026-05-07T00:55:19.31+05:30,2026-05-07T01:00:29.247+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_7a77c97693,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,https://www.gripinvest.in/blog/yield-vs-interest-rate,2026-05-07T00:55:19.311+05:30,,ip_7a77c97693,,$direct,3,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,Grow your wealth,926,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,Corporate Bonds,,True,True,13.75,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,86.69,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,,,,,asset_detail_page,57.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_2c4a1e7f1a,app.digio.in,db934cff-7881-4a19-84b3-24f0b95e7cc5,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,b4b8806a-2882-450b-8176-fd5dadd32d81,Asia/Kolkata,Unknown,Javascript,402,1842421,Unknown,iOS,West Bengal,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778095487365.0,,1433,722,402,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-07T01:05:07.862+05:30,2026-05-07T01:05:07.863+05:30,Portrait,Kolkata,2026-05-07T01:05:08.968+05:30,2026-05-07T01:30:15.254+05:30,https://www.gripinvest.in/assetdetails/government-of-india/ncd/rcbtb260502/2622,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_2c4a1e7f1a,India,/assetdetails/government-of-india/ncd/rcbtb260502/2622,$direct,2026-05-07T01:05:08.969+05:30,,ip_2c4a1e7f1a,,https://app.digio.in/,3,web,https://www.gripinvest.in/assetdetails/government-of-india/ncd/rcbtb260502/2622,Grow your wealth,874,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Mobikwik,a1b78262c36e,396.0,/user-kyc,T-Bill,True,,Bonds,https://www.gripinvest.in/assetdetails/government-of-india/ncd/rcbtb260502/2622,Corporate Bonds,,True,True,5.4,True,False,15.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2176/website/logo/treasury_bill.png,Government of India,,,2622,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,/user-kyc,/assetdetails/government-of-india/ncd/rcbtb260502/2622,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,a1b78262c36e,Mobikwik
en-IN,ip_2c4a1e7f1a,www.gripinvest.in,46659ec9-b1af-43ce-a0b2-552f67f90ee9,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,b4b8806a-2882-450b-8176-fd5dadd32d81,Asia/Kolkata,Unknown,Javascript,402,1842421,Unknown,iOS,West Bengal,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778095487365.0,,1337,722,402,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-07T01:06:43.324+05:30,2026-05-07T01:06:43.325+05:30,Portrait,Kolkata,2026-05-07T01:06:43.549+05:30,2026-05-07T01:30:15.254+05:30,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_2c4a1e7f1a,India,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,$direct,2026-05-07T01:06:43.55+05:30,,ip_2c4a1e7f1a,,https://www.gripinvest.in/external-ui/d3777222-f6f6-47f3-ac10-471718ee1bcf?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Grow your wealth,874,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,a1b78262c36e,396.0,,T-Bill,True,,Bonds,https://www.gripinvest.in/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622?units=10,Corporate Bonds,,True,True,5.4,True,False,14.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2176/website/logo/treasury_bill.png,Government of India,,,2622,not eligible,False,1.0,,IPv4,IN,,False,Mobikwik,,direct,/assetdetails/Government%20of%20India/ncd/RCBTB260502/2622,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,a1b78262c36e,Mobikwik
en-US,ip_4e695c865e,www.gripinvest.in,0f248fa3-e3e1-4e5e-9477-a9720971c986,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,0d69d4c9-80a5-4e54-bfdc-6a1d0f03d3f6,Asia/Kolkata,Chrome,Javascript,357,1842427,4g,Android,Maharashtra,"Amazon.com, Inc.",Invest Now Button Clicked,1778095899855.0,,51173,685,358,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,,,2026-05-07T01:07:46.728+05:30,2026-05-07T01:07:46.73+05:30,Portrait,Mumbai,2026-05-07T01:07:47.001+05:30,2026-05-07T01:30:15.254+05:30,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260101/2390,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_6a6b6ea87f,India,/assetdetails/navi-finserv/bonds/rcbnf260101/2390,$direct,2026-05-07T01:07:47.003+05:30,,ip_6a6b6ea87f,,https://www.gripinvest.in/signup,3,web,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260101/2390,Grow your wealth,780,Not received,Not received,,Not received,google,Not received,Not received,23720248777,Not received,cpc,Not received,Not received,?utm_source=google&utm_medium=cpc&utm_campaign=23720248777&utm_referrer=&gad_source=5&gad_campaignid=23720255896&gclid=EAIaIQobChMIu-qOsLOllAMVRJysAh3qTTcIEAEYASAAEgJmq_D_BwE,Not received,EAIaIQobChMIu-qOsLOllAMVRJysAh3qTTcIEAEYASAAEgJmq_D_BwE,Not received,,,,,,Website,,,,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260101/2390,Corporate Bonds,,True,True,10.25,True,False,50.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1509/website/logo/navinewlogo.png,Navi Finserv,,,2390,not eligible,False,1.0,,,,,False,GRIP,,/user-kyc,/assetdetails/navi-finserv/bonds/rcbnf260101/2390,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-IN,ip_2d69524375,,51395dd6-e1ad-408b-9fcf-6e7f19e77b50,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,ee1e7e93-52a2-4ef6-87d0-0f114886a8e1,Asia/Kolkata,Unknown,Javascript,393,1713343,Unknown,iOS,Maharashtra,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778096170847.0,,1477820,781,393,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-07T01:09:41.481+05:30,2026-05-07T01:09:41.482+05:30,Portrait,Mumbai,2026-05-07T01:09:41.612+05:30,2026-05-07T01:30:15.254+05:30,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Phone,ip_2d69524375,India,/assetdetails/keertana/ncd/rcbkf260501/2626,$direct,2026-05-07T01:09:41.613+05:30,,ip_2d69524375,,$direct,3,web,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Grow your wealth,852,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Corporate Bonds,,True,True,13.65,True,False,150.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,eligible,False,1.0,10.2,IPv4,IN,,True,GRIP,,/discover,/assetdetails/keertana/ncd/rcbkf260501/2626,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
